School_ID,Network,Short_Name,the_geom,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
609810,Network 1,BRIDGE,POINT (-87.79866892056614 41.94911438626606),3800 N NEW ENGLAND AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9491143871,-87.7986689206,1(773)534-3718,1,DUNNING,38,Timothy M. Cullerton
609811,Network 13,BRIGHT,POINT (-87.56208422999353 41.699726221063116),10740 S CALHOUN AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6997262218,-87.56208423,1(773)535-6215,13,SOUTH DEERING,10,Susie Sadlowski Garza
609812,Network 6,BROWN W,POINT (-87.67068239048238 41.88299678413438),54 N HERMITAGE AVE,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.882996785,-87.6706823905,1(773)534-7250,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609813,Network 12,BROWNELL,POINT (-87.62174596836614 41.77162035907393),6741 S MICHIGAN AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.7716203599,-87.6217459684,1(773)535-3030,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
609815,Network 12,BOUCHET,POINT (-87.57607485712315 41.76084747994678),7355 S JEFFERY BLVD,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7608474807,-87.5760748571,1(773)535-0501,12,SOUTH SHORE,7,Gregory Mitchell
609817,Network 2,BUDLONG,POINT (-87.69655603218193 41.97575432973367),2701 W FOSTER AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9757543306,-87.6965560322,1(773)534-2591,2,LINCOLN SQUARE,40,Patrick O'Connor
609818,Network 3,BURBANK,POINT (-87.78269957086374 41.91759813746918),2035 N MOBILE AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9175981383,-87.7826995709,1(773)534-3000,3,BELMONT CRAGIN,29,Chris Taliaferro
609819,Network 9,BURKE,POINT (-87.6161405235956 41.79675956372592),5356 S KING DR,60615,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7967595645,-87.6161405236,1(773)535-1325,9,WASHINGTON PARK,3,Patricia R. Dowell
609820,ISP,BURLEY,POINT (-87.66985312412211 41.937937473581265),1630 W BARRY AVE,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9379374744,-87.6698531241,1(773)534-5475,4,LAKE VIEW,32,Scott Waguespack
609821,ISP,BURNHAM,POINT (-87.56713059136543 41.71440206175561),9928 S CRANDON AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7144020625,-87.5671305914,1(773)535-6530,13,SOUTH DEERING,7,Gregory Mitchell
609826,Network 7,CASTELLANOS,POINT (-87.71492701415002 41.84544987856497),2524 S CENTRAL PARK AVE,60623,District,ES,"4, 5, 6, 7, 8",41.8454498794,-87.7149270141,1(773)534-1620,7,SOUTH LAWNDALE,22,Ricardo Munoz
609827,Network 12,BURNSIDE,POINT (-87.60743532128883 41.72848063790991),650 E 91ST PL,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7284806387,-87.6074353213,1(773)535-3300,12,CHATHAM,8,Michelle A. Harris
609828,ISP,BURR,POINT (-87.66866060377357 41.912357907271925),1621 W WABANSIA AVE,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9123579081,-87.6686606038,1(773)534-4090,6,WEST TOWN,32,Scott Waguespack
609829,ISP,BURROUGHS,POINT (-87.69245662922816 41.82886790652319),3542 S WASHTENAW AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8288679073,-87.6924566292,1(773)535-7226,8,BRIGHTON PARK,12,George A. Cardenas
609830,Network 3,BRUNSON,POINT (-87.76560565853956 41.89766257161412),932 N CENTRAL AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8976625724,-87.7656056585,1(773)534-6025,3,AUSTIN,29,Chris Taliaferro
609832,Network 10,BYRNE,POINT (-87.7915444826982 41.79503096443681),5329 S OAK PARK AVE,60638,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7950309652,-87.7915444827,1(773)535-2170,10,GARFIELD RIDGE,23,Michael R. Zalewski
609833,Network 12,CALDWELL,POINT (-87.58072902767272 41.73922635448458),8546 S CREGIER AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7392263553,-87.5807290277,1(773)535-6300,12,AVALON PARK,8,Michelle A. Harris
609834,ISP,LITTLE VILLAGE,POINT (-87.71731895269359 41.84369811757608),2620 S LAWNDALE AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8436981184,-87.7173189527,1(773)534-1880,7,SOUTH LAWNDALE,22,Ricardo Munoz
609835,Network 5,CAMERON,POINT (-87.71792663520327 41.90379211711643),1234 N MONTICELLO AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9037921179,-87.7179266352,1(773)534-4290,5,HUMBOLDT PARK,26,Roberto Maldonado
609836,Network 1,CANTY,POINT (-87.8292957010156 41.948007027273874),3740 N PANAMA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9480070281,-87.829295701,1(773)534-1238,1,DUNNING,38,Timothy M. Cullerton
609837,ISP,CARNEGIE,POINT (-87.59079500925881 41.78336832270084),1414 E 61ST PL,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7833683235,-87.5907950092,1(773)535-0530,9,WOODLAWN,20,Willie B. Cochran
609839,Network 10,CARROLL,POINT (-87.69601207513412 41.742516625773),2929 W 83RD ST,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7425166266,-87.6960120751,1(773)535-9414,10,ASHBURN,18,Lona Lane
609842,ISP,CARSON,POINT (-87.68779954321866 41.79327214337314),5516 S MAPLEWOOD AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7932721442,-87.6877995432,1(773)535-9222,8,GAGE PARK,15,Raymond Lopez
609844,AUSL,CARTER,POINT (-87.62245275191152 41.78982790446188),5740 S MICHIGAN AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7898279053,-87.6224527519,1(773)535-0860,9,WASHINGTON PARK,20,Willie B. Cochran
609845,Network 13,CARVER G,POINT (-87.59951563220227 41.65370211546621),901 E 133RD PL,60827,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6537021162,-87.5995156322,1(773)535-5674,13,RIVERDALE,9,Anthony A. Beale
609848,Network 13,ALDRIDGE,POINT (-87.60647384691308 41.65740496962151),630 E 131ST ST,60827,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6574049704,-87.6064738469,1(773)535-5614,13,RIVERDALE,9,Anthony A. Beale
609849,Network 10,CASSELL,POINT (-87.70321548828544 41.6873470545929),11314 S SPAULDING AVE,60655,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.6873470554,-87.7032154883,1(773)535-2640,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
609850,Network 4,GREELEY,POINT (-87.65097986936915 41.952809511187816),832 W SHERIDAN RD,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.952809512,-87.6509798694,1(773)534-5800,4,LAKE VIEW,46,James Cappleman
609851,AUSL,CHALMERS,POINT (-87.6952593685406 41.866435251350666),2745 W ROOSEVELT RD,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8664352522,-87.6952593685,1(773)534-1720,5,NORTH LAWNDALE,28,Jason C. Ervin
609852,Network 2,CHAPPELL,POINT (-87.68326359190789 41.97589429991424),2135 W FOSTER AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9758943007,-87.6832635919,1(773)534-2390,2,LINCOLN SQUARE,40,Patrick O'Connor
609853,Network 4,CHASE,POINT (-87.69456225149781 41.91799265283444),2021 N POINT ST,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9179926537,-87.6945622515,1(773)534-4185,4,LOGAN SQUARE,1,Proco (Joe) Moreno III
609854,Network 5,CHOPIN,POINT (-87.68893676245328 41.89671268815487),2450 W RICE ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.896712689,-87.6889367624,1(773)534-4080,5,WEST TOWN,26,Roberto Maldonado
609855,Network 8,CHRISTOPHER,POINT (-87.68560700306816 41.80165862417512),5042 S ARTESIAN AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.801658625,-87.6856070031,1(773)535-9375,8,GAGE PARK,14,Edward M. Burke
609856,Network 13,CLAY,POINT (-87.54461359769068 41.654558148396525),13231 S BURLEY AVE,60633,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6545581492,-87.5446135977,1(773)535-5600,13,HEGEWISCH,10,Susie Sadlowski Garza
609857,Network 1,CLEVELAND,POINT (-87.70644252546367 41.95204212082533),3121 W BYRON ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9520421217,-87.7064425255,1(773)534-5130,1,IRVING PARK,33,Deborah Mell
609859,Network 2,CLINTON,POINT (-87.69835995432015 41.99254135950569),6110 N FAIRFIELD AVE,60659,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9925413603,-87.6983599543,1(773)534-2025,2,WEST RIDGE,40,Patrick O'Connor
609861,Network 10,CLISSOLD,POINT (-87.6808967872205 41.693026005644974),2350 W 110TH PL,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.6930260064,-87.6808967872,1(773)535-2560,10,MORGAN PARK,19,Matthew J. O'Shea
609862,Network 12,COLES,POINT (-87.56596977182141 41.74141280641801),8441 S YATES BLVD,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7414128072,-87.5659697718,1(773)535-6550,12,SOUTH CHICAGO,7,Gregory Mitchell
609863,ISP,COLUMBUS,POINT (-87.681938049323 41.89956577485199),1003 N LEAVITT ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8995657757,-87.6819380493,1(773)534-4350,5,WEST TOWN,2,Bob Fioretti
609864,Network 11,COOK,POINT (-87.65977458980146 41.74523702141981),8150 S BISHOP ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7452370222,-87.6597745898,1(773)535-3315,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
609865,Network 2,JORDAN,POINT (-87.67776251685315 42.01708759096721),7414 N WOLCOTT AVE,60626,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0170875918,-87.6777625168,1(773)534-2220,2,ROGERS PARK,49,Joe A. Moore
609866,Network 2,COONLEY,POINT (-87.68376530076175 41.95555319469823),4046 N LEAVITT ST,60618,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9555531955,-87.6837653008,1(773)534-5140,2,NORTH CENTER,47,Ameya Pawar
609867,Network 7,COOPER,POINT (-87.66722708445998 41.85603119195194),1624 W 19TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5",41.8560311928,-87.6672270845,1(773)534-7205,7,LOWER WEST SIDE,25,Daniel S. Solis
609869,Network 11,LANGFORD,POINT (-87.65716920537632 41.78468086054669),6010 S THROOP ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7846808613,-87.6571692054,1(773)535-9180,11,WEST ENGLEWOOD,16,JoAnn Thompson
609870,Network 7,CORKERY,POINT (-87.73119286568263 41.84560242144964),2510 S KILDARE AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8456024223,-87.7311928657,1(773)534-1650,7,SOUTH LAWNDALE,22,Ricardo Munoz
609871,Network 10,VICK,POINT (-87.6856765978834 41.688190837411916),2554 W 113TH ST,60655,District,ES,PK,41.6881908382,-87.6856765979,1(773)535-2671,10,MORGAN PARK,19,Matthew J. O'Shea
609872,Network 7,PEREZ,POINT (-87.65798012769622 41.85602872248889),1241 W 19TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8560287233,-87.6579801277,1(773)534-7650,7,LOWER WEST SIDE,25,Daniel S. Solis
609873,Network 5,CROWN,POINT (-87.71247015061276 41.85266348767926),2128 S SAINT LOUIS AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8526634885,-87.7124701506,1(773)534-1680,5,NORTH LAWNDALE,24,Michael D. Chandler
609874,Network 1,DIRKSEN,POINT (-87.84104144264982 41.973714776786956),8601 W FOSTER AVE,60656,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9737147776,-87.8410414426,1(773)534-1090,1,OHARE,41,Mary O'Connor
609875,ISP,DARWIN,POINT (-87.70541291384822 41.923322716802375),3116 W BELDEN AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9233227176,-87.7054129138,1(773)534-4110,4,LOGAN SQUARE,32,Scott Waguespack
609876,Network 8,DAVIS N,POINT (-87.70020216026171 41.82185161377397),3014 W 39TH PL,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8218516146,-87.7002021603,1(773)535-4540,8,BRIGHTON PARK,12,George A. Cardenas
609879,Network 10,DAWES,POINT (-87.71735342363266 41.74507775134669),3810 W 81ST PL,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7450777521,-87.7173534236,1(773)535-2350,10,ASHBURN,18,Lona Lane
609880,Network 2,DECATUR,POINT (-87.7046185932244 42.00928855699754),7030 N SACRAMENTO AVE,60645,District,ES,"K, 1, 2, 3, 4, 5, 6",42.0092885578,-87.7046185932,1(773)534-2201,2,WEST RIDGE,50,Debra L. Silverstein
609883,AUSL,DENEEN,POINT (-87.62334458926513 41.76249026346902),7240 S WABASH AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7624902643,-87.6233445893,1(773)535-3035,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
609884,Network 1,DEVER,POINT (-87.81313152528315 41.94255166950198),3436 N OSCEOLA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9425516703,-87.8131315253,1(773)534-3090,1,DUNNING,38,Timothy M. Cullerton
609885,AUSL,DEWEY,POINT (-87.6426515784289 41.79564568303255),5415 S UNION AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7956456838,-87.6426515784,1(773)535-1666,11,NEW CITY,20,Willie B. Cochran
609887,Network 12,DIXON,POINT (-87.6099788745453 41.74366924135812),8306 S SAINT LAWRENCE AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7436692421,-87.6099788745,1(773)535-3834,12,CHATHAM,6,Roderick T. Sawyer
609891,Network 9,DOOLITTLE,POINT (-87.61227454299049 41.83112062833841),535 E 35TH ST,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8311206291,-87.612274543,1(773)535-1040,9,DOUGLAS,4,"William ""Will"" D. Burns"
609893,Network 10,DORE,POINT (-87.78760442131032 41.78095446341107),6108 S NATOMA AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7809544642,-87.7876044213,1(773)535-2080,10,CLEARING,13,Marty Quinn
609894,Network 9,DRAKE,POINT (-87.6285534465876 41.84404331209266),2710 S DEARBORN ST,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8440433129,-87.6285534466,1(773)534-9129,9,DOUGLAS,3,Patricia R. Dowell
609895,Network 11,TURNER-DREW,POINT (-87.63016447885606 41.725609215693005),9300 S PRINCETON AVE,60620,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7256092165,-87.6301644788,1(773)535-5720,11,ROSELAND,21,"Howard B. Brookins, Jr."
609896,Network 6,DRUMMOND,POINT (-87.67449459893486 41.915913801094945),1845 W CORTLAND ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9159138019,-87.6744945989,1(773)534-4120,6,LOGAN SQUARE,32,Scott Waguespack
609897,Network 11,EARLE,POINT (-87.67554666012475 41.78122517253027),2040 W 62ND ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7812251733,-87.6755466601,1(773)535-9130,11,WEST ENGLEWOOD,16,JoAnn Thompson
609898,Network 10,EBERHART,POINT (-87.70795263348174 41.774420451594345),3400 W 65TH PL,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7744204524,-87.7079526335,1(773)535-9190,10,CHICAGO LAWN,23,Michael R. Zalewski
609899,ISP,EBINGER,POINT (-87.81116978485632 42.004407921137776),7350 W PRATT AVE,60631,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",42.004407922,-87.8111697848,1(773)534-1070,1,EDISON PARK,41,Mary O'Connor
609900,AUSL,CURTIS,POINT (-87.6216526075813 41.68541839968939),32 E 115TH ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6854184005,-87.6216526076,1(773)535-5050,13,ROSELAND,9,Anthony A. Beale
609901,Network 1,EDGEBROOK,POINT (-87.7618404744351 41.99943683277353),6525 N HIAWATHA AVE,60646,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9994368336,-87.7618404744,1(773)534-1194,1,FOREST GLEN,41,Mary O'Connor
609902,Network 13,METCALFE,POINT (-87.63430552125133 41.669444022412314),12339 S NORMAL AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6694440232,-87.6343055212,1(773)535-5590,13,WEST PULLMAN,34,Carrie M. Austin
609903,ISP,EDWARDS,POINT (-87.72585617790203 41.805541539105775),4815 S KARLOV AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8055415399,-87.7258561779,1(773)535-4875,8,ARCHER HEIGHTS,14,Edward M. Burke
609904,Network 3,ELLINGTON,POINT (-87.76658937771538 41.88552957975924),243 N PARKSIDE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8855295806,-87.7665893777,1(773)534-6361,3,AUSTIN,29,Chris Taliaferro
609907,Network 5,ERICSON,POINT (-87.7158044315032 41.87574412263659),3600 W 5TH AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8757441235,-87.7158044315,1(773)534-6660,5,EAST GARFIELD PARK,28,Jason C. Ervin
609908,Network 10,ESMOND,POINT (-87.66915866999116 41.68941960556063),1865 W MONTVALE AVE,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6894196063,-87.66915867,1(773)535-2650,10,MORGAN PARK,19,Matthew J. O'Shea
609909,Network 8,EVERETT,POINT (-87.68131030372447 41.83155516065107),3419 S BELL AVE,60608,District,ES,"PK, K, 1, 2, 3, 4, 5",41.8315551615,-87.6813103037,1(773)535-4550,8,MCKINLEY PARK,12,George A. Cardenas
609910,Network 3,FALCONER,POINT (-87.74933062514465 41.93578457297129),3020 N LAMON AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9357845738,-87.7493306251,1(773)534-3560,3,BELMONT CRAGIN,31,Ray Suarez
609912,Network 1,FARNSWORTH,POINT (-87.7660716581908 41.979790054887566),5414 N LINDER AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9797900557,-87.7660716582,1(773)534-3535,1,JEFFERSON PARK,45,John Arena
609917,Network 13,FERNWOOD,POINT (-87.64041364558067 41.71118362225583),10041 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.711183623,-87.6404136456,1(773)535-2700,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
609918,Network 2,FIELD,POINT (-87.66998540067715 42.00966385468162),7019 N ASHLAND AVE,60626,District,ES,"5, 6, 7, 8",42.0096638555,-87.6699854007,1(773)534-2030,2,ROGERS PARK,49,Joe A. Moore
609919,Network 9,FISKE,POINT (-87.60863289647321 41.78518281585605),6020 S LANGLEY AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7851828167,-87.6086328965,1(773)535-0990,9,WOODLAWN,20,Willie B. Cochran
609920,Network 7,KANOON,POINT (-87.70511207710514 41.85077148359955),2233 S KEDZIE AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8507714844,-87.7051120771,1(773)534-1736,7,SOUTH LAWNDALE,12,George A. Cardenas
609921,Network 7,TELPOCHCALLI,POINT (-87.69600587942459 41.847947431747436),2832 W 24TH BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8479474326,-87.6960058794,1(773)534-1402,7,SOUTH LAWNDALE,12,George A. Cardenas
609922,Network 3,BELMONT-CRAGIN,POINT (-87.75795257360043 41.92160395650289),5252 W PALMER ST,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9216039573,-87.7579525736,1(773)534-2900,3,BELMONT CRAGIN,36,Nicholas Sposato
609924,Network 11,FORT DEARBORN,POINT (-87.65548116090856 41.72967267412901),9025 S THROOP ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7296726749,-87.6554811609,1(773)535-2680,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
609925,Network 5,KELLMAN,POINT (-87.70216290437963 41.87016771714874),3030 W ARTHINGTON ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.870167718,-87.7021629044,1(773)534-6602,5,EAST GARFIELD PARK,28,Jason C. Ervin
609926,ISP,FRANKLIN,POINT (-87.63551281031579 41.90659998946294),225 W EVERGREEN AVE,60610,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9065999903,-87.6355128103,1(773)534-8510,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
609927,Network 11,FOSTER PARK,POINT (-87.66809931234333 41.73842547724147),8530 S WOOD ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.738425478,-87.6680993123,1(773)535-2725,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
609928,AUSL,FULLER,POINT (-87.61178404265375 41.81800340293327),4214 S ST LAWRENCE AVE,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8180034037,-87.6117840426,1(773)535-1687,9,GRAND BOULEVARD,4,"William ""Will"" D. Burns"
609929,Network 11,FULTON,POINT (-87.66843588180264 41.797580270019274),5300 S HERMITAGE AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7975802708,-87.6684358818,1(773)535-9000,11,NEW CITY,16,JoAnn Thompson
609930,Network 4,FUNSTON,POINT (-87.71689166480509 41.91761651373583),2010 N CENTRAL PARK AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9176165146,-87.7168916648,1(773)534-4125,4,LOGAN SQUARE,26,Roberto Maldonado
609933,Network 2,GALE,POINT (-87.67193897621 42.02109055717383),1631 W JONQUIL TER,60626,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.021090558,-87.6719389762,1(773)534-2100,2,ROGERS PARK,49,Joe A. Moore
609935,Network 13,GALLISTEL,POINT (-87.53517530585388 41.70680099884353),10347 S EWING AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7068009996,-87.5351753058,1(773)535-6540,13,EAST SIDE,10,Susie Sadlowski Garza
609937,ISP,GARVY,POINT (-87.79623511407263 41.976351663260274),5225 N OAK PARK AVE,60656,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9763516641,-87.7962351141,1(773)534-1185,1,NORWOOD PARK,41,Mary O'Connor
609938,Network 7,GARY,POINT (-87.71869663582645 41.83706515120611),3740 W 31ST ST,60623,District,ES,"PK, 3, 4, 5, 6, 7, 8",41.837065152,-87.7186966358,1(773)534-1455,7,SOUTH LAWNDALE,22,Ricardo Munoz
609939,ISP,GILLESPIE,POINT (-87.62371943750111 41.72533227855046),9301 S STATE ST,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7253322793,-87.6237194375,1(773)535-5065,12,ROSELAND,9,Anthony A. Beale
609941,Network 11,RANDOLPH,POINT (-87.67596551356017 41.76061412672374),7316 S HOYNE AVE,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7606141275,-87.6759655136,1(773)535-9015,11,WEST ENGLEWOOD,17,Latasha R. Thomas
609942,Network 4,GOETHE,POINT (-87.69289969583106 41.9228310066053),2236 N ROCKWELL ST,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9228310074,-87.6928996958,1(773)534-4135,4,LOGAN SQUARE,1,Proco (Joe) Moreno III
609943,Network 13,OWENS,POINT (-87.6225456606333 41.670617539510694),12302 S STATE ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6706175403,-87.6225456606,1(773)535-5475,13,WEST PULLMAN,9,Anthony A. Beale
609944,ISP,GRISSOM,POINT (-87.55330671029182 41.66248099818303),12810 S ESCANABA AVE,60633,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.662480999,-87.5533067103,1(773)535-5380,13,HEGEWISCH,10,Susie Sadlowski Garza
609945,Network 2,GOUDY,POINT (-87.65791249240219 41.975816529586815),5120 N WINTHROP AVE,60640,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9758165304,-87.6579124924,1(773)534-2480,2,UPTOWN,48,Harry Osterman
609947,Network 6,GRAHAM ES,POINT (-87.64334423562201 41.813303728919124),4436 S UNION AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8133037297,-87.6433442356,1(773)535-1308,6,NEW CITY,11,James A. Balcer
609949,Network 1,GRAY,POINT (-87.75711559859316 41.948763578738756),3730 N LARAMIE AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9487635796,-87.7571155986,1(773)534-3520,1,PORTAGE PARK,45,John Arena
609950,Network 7,ORTIZ DE DOMINGUEZ,POINT (-87.71719032015918 41.83879051932452),3000 S LAWNDALE AVE,60623,District,ES,"PK, K, 1, 2",41.8387905201,-87.7171903202,1(773)534-1600,7,SOUTH LAWNDALE,22,Ricardo Munoz
609951,ISP,ARIEL,POINT (-87.5975029309574 41.81117346166929),1119 E 46TH ST,60653,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8111734625,-87.5975029309,1(773)535-1996,9,KENWOOD,4,"William ""Will"" D. Burns"
609952,Network 8,GREENE,POINT (-87.67149236962507 41.829669280594075),3525 S HONORE ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5",41.8296692814,-87.6714923696,1(773)535-4560,8,MCKINLEY PARK,12,George A. Cardenas
609954,Network 5,GREGORY,POINT (-87.71866612901917 41.870742161904005),3715 W POLK ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8707421627,-87.718666129,1(773)534-6820,5,EAST GARFIELD PARK,24,Michael D. Chandler
